InterconnectorLinks,ToNode,Period,col3,InitialCap,Potential_expansion_(2030),Exponential_growth,Exp._Incl._Cap,Lowest,Highest,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23
Germany,Belgium,7,0,1000.0,0.0,17449.402268886442,7000.0,7000.0,7000.0,,,,,,,,,,,,,,
Germany,Belgium,8,0,1000.0,0.0,28102.436848064313,7000.0,7000.0,7000.0,,,,,,,,,,,,,,
Germany,CzechR,1,0,2800.0,0.0,2800.0,2800.0,0.0,0.0,,,,,,,,,,,,,,
Germany,CzechR,2,0,2800.0,2200.0,5000.0,5000.0,3360.0,5600.0,,,,,,,,,,,,,,
Germany,CzechR,3,0,2800.0,2200.0,8052.550000000003,8052.550000000003,4261.8856000000005,9100.0,,,,,,,,,,,,,,
Germany,CzechR,4,0,2800.0,2200.0,12968.712300500008,12968.712300500008,5714.381377656002,13300.0,,,,,,,,,,,,,,
Germany,CzechR,5,0,2800.0,2200.0,20886.240847078276,18200.0,8053.640352528769,18200.0,,,,,,,,,,,,,,
Germany,CzechR,6,0,2800.0,2200.0,33637.49974662805,19600.0,11821.04032415111,19600.0,,,,,,,,,,,,,,
Germany,CzechR,7,0,2800.0,2200.0,54173.52971694196,19600.0,17421.04032415111,19600.0,,,,,,,,,,,,,,
Germany,CzechR,8,0,2800.0,2200.0,87247.01134443222,19600.0,19600.0,19600.0,,,,,,,,,,,,,,
Germany,Switzerland,1,0,3500.0,0.0,3500.0,3500.0,0.0,0.0,,,,,,,,,,,,,,
Germany,Switzerland,2,0,3500.0,800.0,5636.785000000002,5636.785000000002,4060.0,6300.0,,,,,,,,,,,,,,
Germany,Switzerland,3,0,3500.0,800.0,9078.098610350005,9078.098610350005,4961.8856000000005,9800.0,,,,,,,,,,,,,,
Germany,Switzerland,4,0,3500.0,800.0,14620.368592954792,14000.0,6414.381377656002,14000.0,,,,,,,,,,,,,,
Germany,Switzerland,5,0,3500.0,800.0,23546.24982263963,18900.0,8753.640352528768,18900.0,,,,,,,,,,,,,,
Germany,Switzerland,6,0,3500.0,800.0,37921.47080185937,24500.0,12521.040324151109,24500.0,,,,,,,,,,,,,,
Germany,Switzerland,7,0,3500.0,800.0,61072.90794110255,24500.0,18121.04032415111,24500.0,,,,,,,,,,,,,,
Germany,Switzerland,8,0,3500.0,800.0,98358.5289682251,24500.0,24421.04032415111,24500.0,,,,,,,,,,,,,,
GreatBrit.,Belgium,1,0,1050.0,0.0,1050.0,1050.0,0.0,0.0,,,,,,,,,,,,,,
GreatBrit.,Belgium,2,0,1050.0,0.0,1691.0355000000006,1691.0355000000006,1610.0,3850.0,,,,,,,,,,,,,,
GreatBrit.,Belgium,3,0,1050.0,0.0,2723.429583105002,2723.429583105002,2511.8856000000005,7350.0,,,,,,,,,,,,,,
GreatBrit.,Belgium,4,0,1050.0,0.0,4386.1105778864385,4386.1105778864385,3964.3813776560014,7350.0,,,,,,,,,,,,,,
GreatBrit.,Belgium,5,0,1050.0,0.0,7063.874946791891,7063.874946791891,6303.640352528768,7350.0,,,,,,,,,,,,,,
GreatBrit.,Belgium,6,0,1050.0,0.0,11376.441240557811,7350.0,7350.0,7350.0,,,,,,,,,,,,,,
GreatBrit.,Belgium,7,0,1050.0,0.0,18321.872382330766,7350.0,7350.0,7350.0,,,,,,,,,,,,,,
GreatBrit.,Belgium,8,0,1050.0,0.0,29507.558690467533,7350.0,7350.0,7350.0,,,,,,,,,,,,,,
GreatBrit.,Denmark,1,0,1400.0,0.0,1400.0,1400.0,0.0,0.0,,,,,,,,,,,,,,
GreatBrit.,Denmark,2,0,1400.0,0.0,2254.714000000001,2254.714000000001,1960.0,4200.0,,,,,,,,,,,,,,
GreatBrit.,Denmark,3,0,1400.0,0.0,3631.2394441400024,3631.2394441400024,2861.8856000000005,7700.0,,,,,,,,,,,,,,
GreatBrit.,Denmark,4,0,1400.0,0.0,5848.147437181918,5848.147437181918,4314.381377656002,9800.0,,,,,,,,,,,,,,
GreatBrit.,Denmark,5,0,1400.0,0.0,9418.499929055853,9418.499929055853,6653.640352528769,9800.0,,,,,,,,,,,,,,
GreatBrit.,Denmark,6,0,1400.0,0.0,15168.588320743747,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
GreatBrit.,Denmark,7,0,1400.0,0.0,24429.16317644102,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
GreatBrit.,Denmark,8,0,1400.0,0.0,39343.41158729004,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
GreatBrit.,France,1,0,3000.0,0.0,3000.0,3000.0,0.0,0.0,,,,,,,,,,,,,,
GreatBrit.,France,2,0,3000.0,5800.0,8800.0,5800.0,3560.0,5800.0,,,,,,,,,,,,,,
GreatBrit.,France,3,0,3000.0,5800.0,14172.488000000005,9300.0,4461.8856000000005,9300.0,,,,,,,,,,,,,,
GreatBrit.,France,4,0,3000.0,5800.0,22824.933648880015,13500.0,5914.381377656002,13500.0,,,,,,,,,,,,,,
GreatBrit.,France,5,0,3000.0,5800.0,36759.78389085776,18400.0,8253.640352528768,18400.0,,,,,,,,,,,,,,
GreatBrit.,France,6,0,3000.0,5800.0,59201.999554065354,21000.0,12021.040324151109,21000.0,,,,,,,,,,,,,,
GreatBrit.,France,7,0,3000.0,5800.0,95345.41230181782,21000.0,17621.04032415111,21000.0,,,,,,,,,,,,,,
GreatBrit.,France,8,0,3000.0,5800.0,153554.73996620066,21000.0,21000.0,21000.0,,,,,,,,,,,,,,
GreatBrit.,Germany,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
GreatBrit.,Germany,2,0,0.0,1400.0,1400.0,1400.0,560.0,2800.0,,,,,,,,,,,,,,
GreatBrit.,Germany,3,0,0.0,1400.0,2254.714000000001,2254.714000000001,1461.8856000000003,6300.0,,,,,,,,,,,,,,
GreatBrit.,Germany,4,0,0.0,1400.0,3631.2394441400024,3631.2394441400024,2914.381377656001,9800.0,,,,,,,,,,,,,,
GreatBrit.,Germany,5,0,0.0,1400.0,5848.147437181918,5848.147437181918,5253.640352528768,9800.0,,,,,,,,,,,,,,
GreatBrit.,Germany,6,0,0.0,1400.0,9418.499929055853,9418.499929055853,9021.040324151109,9800.0,,,,,,,,,,,,,,
GreatBrit.,Germany,7,0,0.0,1400.0,15168.588320743747,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
GreatBrit.,Germany,8,0,0.0,1400.0,24429.16317644102,9800.0,9800.0,9800.0,,,,,,,,,,,,,,
Greece,Bulgaria,1,0,900.0,0.0,900.0,900.0,0.0,0.0,,,,,,,,,,,,,,
Greece,Bulgaria,2,0,900.0,0.0,1449.4590000000005,1460.0,1460.0,3700.0,,,,,,,,,,,,,,
Greece,Bulgaria,3,0,900.0,0.0,2334.368214090002,2361.8856000000005,2361.8856000000005,6300.0,,,,,,,,,,,,,,
Greece,Bulgaria,4,0,900.0,0.0,3759.52335247409,3814.3813776560014,3814.3813776560014,6300.0,,,,,,,,,,,,,,
Greece,Bulgaria,5,0,900.0,0.0,6054.749954393049,6153.640352528768,6153.640352528768,6300.0,,,,,,,,,,,,,,
Greece,Bulgaria,6,0,900.0,0.0,9751.235349049553,6300.0,6300.0,6300.0,,,,,,,,,,,,,,
Greece,Bulgaria,7,0,900.0,0.0,15704.462041997802,6300.0,6300.0,6300.0,,,,,,,,,,,,,,
Greece,Bulgaria,8,0,900.0,0.0,25292.19316325789,6300.0,6300.0,6300.0,,,,,,,,,,,,,,
HelgoländerBucht,Borssele,1,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Borssele,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Borssele,3,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Borssele,4,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Borssele,5,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Borssele,6,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Borssele,7,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Borssele,8,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,DoggerBank,1,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,DoggerBank,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,DoggerBank,3,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,DoggerBank,4,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,DoggerBank,5,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,DoggerBank,6,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,DoggerBank,7,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,DoggerBank,8,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,EastAnglia,1,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,EastAnglia,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,EastAnglia,3,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,EastAnglia,4,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,EastAnglia,5,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,EastAnglia,6,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,EastAnglia,7,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,EastAnglia,8,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,FirthofForth,1,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,FirthofForth,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,FirthofForth,3,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,FirthofForth,4,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,FirthofForth,5,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,FirthofForth,6,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,FirthofForth,7,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,FirthofForth,8,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Germany,1,1,6566.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Germany,2,1,6566.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Germany,3,1,6566.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Germany,4,1,6566.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Germany,5,1,6566.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Germany,6,1,6566.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Germany,7,1,6566.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Germany,8,1,6566.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,HollandseeKust,1,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,HollandseeKust,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,HollandseeKust,3,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,HollandseeKust,4,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,HollandseeKust,5,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,HollandseeKust,6,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,HollandseeKust,7,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,HollandseeKust,8,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Hornsea,1,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Hornsea,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Hornsea,3,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Hornsea,4,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Hornsea,5,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Hornsea,6,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Hornsea,7,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Hornsea,8,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,MorayFirth,1,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,MorayFirth,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,MorayFirth,3,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,MorayFirth,4,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,MorayFirth,5,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,MorayFirth,6,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,MorayFirth,7,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,MorayFirth,8,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Netherlands,1,1,600.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Netherlands,2,1,600.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Netherlands,3,1,600.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Netherlands,4,1,600.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Netherlands,5,1,600.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Netherlands,6,1,600.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Netherlands,7,1,600.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Netherlands,8,1,600.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Norfolk,1,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Norfolk,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Norfolk,3,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Norfolk,4,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Norfolk,5,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Norfolk,6,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Norfolk,7,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,Norfolk,8,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,OuterDowsing,1,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,OuterDowsing,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,OuterDowsing,3,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,OuterDowsing,4,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,OuterDowsing,5,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,OuterDowsing,6,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,OuterDowsing,7,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HelgoländerBucht,OuterDowsing,8,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Belgium,1,1,0.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Belgium,2,1,0.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Belgium,3,1,0.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Belgium,4,1,0.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Belgium,5,1,0.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Belgium,6,1,0.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Belgium,7,1,0.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Belgium,8,1,0.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Borssele,1,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Borssele,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Borssele,3,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Borssele,4,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Borssele,5,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Borssele,6,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Borssele,7,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Borssele,8,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,DoggerBank,1,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,DoggerBank,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,DoggerBank,3,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,DoggerBank,4,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,DoggerBank,5,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,DoggerBank,6,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,DoggerBank,7,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,DoggerBank,8,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,EastAnglia,1,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,EastAnglia,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,EastAnglia,3,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,EastAnglia,4,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,EastAnglia,5,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,EastAnglia,6,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,EastAnglia,7,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,EastAnglia,8,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,FirthofForth,1,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,FirthofForth,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,FirthofForth,3,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,FirthofForth,4,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,FirthofForth,5,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,FirthofForth,6,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,FirthofForth,7,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,FirthofForth,8,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Hornsea,1,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Hornsea,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Hornsea,3,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Hornsea,4,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Hornsea,5,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Hornsea,6,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Hornsea,7,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Hornsea,8,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,MorayFirth,1,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,MorayFirth,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,MorayFirth,3,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,MorayFirth,4,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,MorayFirth,5,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,MorayFirth,6,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,MorayFirth,7,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,MorayFirth,8,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Netherlands,1,1,357.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Netherlands,2,1,357.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Netherlands,3,1,357.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Netherlands,4,1,357.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Netherlands,5,1,357.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Netherlands,6,1,357.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Netherlands,7,1,357.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Netherlands,8,1,357.0,0.0,50000.0,50000.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Norfolk,1,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Norfolk,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Norfolk,3,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Norfolk,4,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Norfolk,5,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Norfolk,6,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Norfolk,7,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,Norfolk,8,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,OuterDowsing,1,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,OuterDowsing,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,OuterDowsing,3,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,OuterDowsing,4,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,OuterDowsing,5,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,OuterDowsing,6,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,OuterDowsing,7,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
HollandseeKust,OuterDowsing,8,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,DoggerBank,1,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,DoggerBank,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,DoggerBank,3,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,DoggerBank,4,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,DoggerBank,5,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,DoggerBank,6,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,DoggerBank,7,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,DoggerBank,8,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Hornsea,FirthofForth,1,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
