InterconnectorLinks,ToNode,Period,MaxRawNotAdjustWithInitCap_in_MW
DoggerBank,GreatBrit.,1,50000.0
DoggerBank,GreatBrit.,2,50000.0
DoggerBank,GreatBrit.,3,50000.0
DoggerBank,GreatBrit.,4,50000.0
DoggerBank,GreatBrit.,5,50000.0
DoggerBank,GreatBrit.,6,50000.0
DoggerBank,GreatBrit.,7,50000.0
DoggerBank,MorayFirth,1,0.0
DoggerBank,MorayFirth,2,0.0
DoggerBank,MorayFirth,3,0.0
DoggerBank,MorayFirth,4,0.0
DoggerBank,MorayFirth,5,0.0
DoggerBank,MorayFirth,6,0.0
DoggerBank,MorayFirth,7,0.0
EastAnglia,DoggerBank,1,0.0
EastAnglia,DoggerBank,2,0.0
EastAnglia,DoggerBank,3,0.0
EastAnglia,DoggerBank,4,0.0
EastAnglia,DoggerBank,5,0.0
EastAnglia,DoggerBank,6,0.0
EastAnglia,DoggerBank,7,0.0
EastAnglia,FirthofForth,1,0.0
EastAnglia,FirthofForth,2,0.0
EastAnglia,FirthofForth,3,0.0
EastAnglia,FirthofForth,4,0.0
EastAnglia,FirthofForth,5,0.0
EastAnglia,FirthofForth,6,0.0
EastAnglia,FirthofForth,7,0.0
EastAnglia,GreatBrit.,1,50000.0
EastAnglia,GreatBrit.,2,50000.0
EastAnglia,GreatBrit.,3,50000.0
EastAnglia,GreatBrit.,4,50000.0
EastAnglia,GreatBrit.,5,50000.0
EastAnglia,GreatBrit.,6,50000.0
EastAnglia,GreatBrit.,7,50000.0
EastAnglia,Hornsea,1,0.0
EastAnglia,Hornsea,2,0.0
EastAnglia,Hornsea,3,0.0
EastAnglia,Hornsea,4,0.0
EastAnglia,Hornsea,5,0.0
EastAnglia,Hornsea,6,0.0
EastAnglia,Hornsea,7,0.0
EastAnglia,MorayFirth,1,0.0
EastAnglia,MorayFirth,2,0.0
EastAnglia,MorayFirth,3,0.0
EastAnglia,MorayFirth,4,0.0
EastAnglia,MorayFirth,5,0.0
EastAnglia,MorayFirth,6,0.0
EastAnglia,MorayFirth,7,0.0
EastAnglia,Norfolk,1,0.0
EastAnglia,Norfolk,2,0.0
EastAnglia,Norfolk,3,0.0
EastAnglia,Norfolk,4,0.0
EastAnglia,Norfolk,5,0.0
EastAnglia,Norfolk,6,0.0
EastAnglia,Norfolk,7,0.0
EastAnglia,OuterDowsing,1,0.0
EastAnglia,OuterDowsing,2,0.0
EastAnglia,OuterDowsing,3,0.0
EastAnglia,OuterDowsing,4,0.0
EastAnglia,OuterDowsing,5,0.0
EastAnglia,OuterDowsing,6,0.0
EastAnglia,OuterDowsing,7,0.0
EnergyhubEU,Belgium,1,0.0
EnergyhubEU,Belgium,2,1400.0
EnergyhubEU,Belgium,3,2800.0
EnergyhubEU,Belgium,4,4200.0
EnergyhubEU,Belgium,5,5600.0
EnergyhubEU,Belgium,6,9021.040324151109
EnergyhubEU,Belgium,7,9800.0
EnergyhubEU,Borssele,1,0.0
EnergyhubEU,Borssele,2,1400.0
EnergyhubEU,Borssele,3,2800.0
EnergyhubEU,Borssele,4,4200.0
EnergyhubEU,Borssele,5,5600.0
EnergyhubEU,Borssele,6,7000.0
EnergyhubEU,Borssele,7,8400.0
EnergyhubEU,Denmark,1,0.0
EnergyhubEU,Denmark,2,1400.0
EnergyhubEU,Denmark,3,2800.0
EnergyhubEU,Denmark,4,4200.0
EnergyhubEU,Denmark,5,5600.0
EnergyhubEU,Denmark,6,9021.040324151109
EnergyhubEU,Denmark,7,9800.0
EnergyhubEU,DoggerBank,1,0.0
EnergyhubEU,DoggerBank,2,1400.0
EnergyhubEU,DoggerBank,3,2800.0
EnergyhubEU,DoggerBank,4,4200.0
EnergyhubEU,DoggerBank,5,5600.0
EnergyhubEU,DoggerBank,6,7000.0
EnergyhubEU,DoggerBank,7,8400.0
EnergyhubEU,EastAnglia,1,0.0
EnergyhubEU,EastAnglia,2,1400.0
EnergyhubEU,EastAnglia,3,2800.0
EnergyhubEU,EastAnglia,4,4200.0
EnergyhubEU,EastAnglia,5,5600.0
EnergyhubEU,EastAnglia,6,7000.0
EnergyhubEU,EastAnglia,7,8400.0
EnergyhubEU,FirthofForth,1,0.0
EnergyhubEU,FirthofForth,2,1400.0
EnergyhubEU,FirthofForth,3,2800.0
EnergyhubEU,FirthofForth,4,4200.0
EnergyhubEU,FirthofForth,5,5600.0
EnergyhubEU,FirthofForth,6,7000.0
EnergyhubEU,FirthofForth,7,8400.0
EnergyhubEU,Germany,1,0.0
EnergyhubEU,Germany,2,1400.0
EnergyhubEU,Germany,3,2800.0
EnergyhubEU,Germany,4,4200.0
EnergyhubEU,Germany,5,5600.0
EnergyhubEU,Germany,6,9021.040324151109
EnergyhubEU,Germany,7,9800.0
EnergyhubEU,GreatBrit.,1,0.0
EnergyhubEU,GreatBrit.,2,1400.0
EnergyhubEU,GreatBrit.,3,2800.0
EnergyhubEU,GreatBrit.,4,4200.0
EnergyhubEU,GreatBrit.,5,5600.0
EnergyhubEU,GreatBrit.,6,9021.040324151109
EnergyhubEU,GreatBrit.,7,9800.0
EnergyhubEU,HelgoländerBucht,1,0.0
EnergyhubEU,HelgoländerBucht,2,1400.0
EnergyhubEU,HelgoländerBucht,3,2800.0
EnergyhubEU,HelgoländerBucht,4,4200.0
EnergyhubEU,HelgoländerBucht,5,5600.0
EnergyhubEU,HelgoländerBucht,6,7000.0
EnergyhubEU,HelgoländerBucht,7,8400.0
EnergyhubEU,HollandseeKust,1,0.0
EnergyhubEU,HollandseeKust,2,1400.0
EnergyhubEU,HollandseeKust,3,2800.0
EnergyhubEU,HollandseeKust,4,4200.0
EnergyhubEU,HollandseeKust,5,5600.0
EnergyhubEU,HollandseeKust,6,7000.0
EnergyhubEU,HollandseeKust,7,8400.0
EnergyhubEU,Hornsea,1,0.0
EnergyhubEU,Hornsea,2,1400.0
EnergyhubEU,Hornsea,3,2800.0
EnergyhubEU,Hornsea,4,4200.0
EnergyhubEU,Hornsea,5,5600.0
EnergyhubEU,Hornsea,6,7000.0
EnergyhubEU,Hornsea,7,8400.0
EnergyhubEU,MorayFirth,1,0.0
EnergyhubEU,MorayFirth,2,1400.0
EnergyhubEU,MorayFirth,3,2800.0
EnergyhubEU,MorayFirth,4,4200.0
EnergyhubEU,MorayFirth,5,5600.0
EnergyhubEU,MorayFirth,6,7000.0
EnergyhubEU,MorayFirth,7,8400.0
EnergyhubEU,Netherlands,1,0.0
EnergyhubEU,Netherlands,2,1400.0
EnergyhubEU,Netherlands,3,2800.0
EnergyhubEU,Netherlands,4,4200.0
EnergyhubEU,Netherlands,5,5600.0
EnergyhubEU,Netherlands,6,9021.040324151109
EnergyhubEU,Netherlands,7,9800.0
EnergyhubEU,NO2,1,0.0
EnergyhubEU,NO2,2,1400.0
EnergyhubEU,NO2,3,2800.0
EnergyhubEU,NO2,4,4200.0
EnergyhubEU,NO2,5,5600.0
EnergyhubEU,NO2,6,9021.040324151109
EnergyhubEU,NO2,7,9800.0
EnergyhubEU,NO5,1,0.0
EnergyhubEU,NO5,2,1400.0
EnergyhubEU,NO5,3,2800.0
EnergyhubEU,NO5,4,4200.0
EnergyhubEU,NO5,5,5600.0
EnergyhubEU,NO5,6,9021.040324151109
EnergyhubEU,NO5,7,9800.0
EnergyhubEU,Nordsøen,1,0.0
EnergyhubEU,Nordsøen,2,1400.0
EnergyhubEU,Nordsøen,3,2800.0
EnergyhubEU,Nordsøen,4,4200.0
EnergyhubEU,Nordsøen,5,5600.0
EnergyhubEU,Nordsøen,6,7000.0
EnergyhubEU,Nordsøen,7,8400.0
EnergyhubEU,Norfolk,1,0.0
EnergyhubEU,Norfolk,2,1400.0
EnergyhubEU,Norfolk,3,2800.0
EnergyhubEU,Norfolk,4,4200.0
EnergyhubEU,Norfolk,5,5600.0
EnergyhubEU,Norfolk,6,7000.0
EnergyhubEU,Norfolk,7,8400.0
EnergyhubEU,OuterDowsing,1,0.0
EnergyhubEU,OuterDowsing,2,1400.0
EnergyhubEU,OuterDowsing,3,2800.0
EnergyhubEU,OuterDowsing,4,4200.0
EnergyhubEU,OuterDowsing,5,5600.0
EnergyhubEU,OuterDowsing,6,7000.0
EnergyhubEU,OuterDowsing,7,8400.0
EnergyhubEU,SørligeNordsjøI,1,0.0
EnergyhubEU,SørligeNordsjøI,2,1400.0
EnergyhubEU,SørligeNordsjøI,3,2800.0
EnergyhubEU,SørligeNordsjøI,4,4200.0
EnergyhubEU,SørligeNordsjøI,5,5600.0
EnergyhubEU,SørligeNordsjøI,6,7000.0
EnergyhubEU,SørligeNordsjøI,7,8400.0
EnergyhubEU,SørligeNordsjøII,1,0.0
EnergyhubEU,SørligeNordsjøII,2,1400.0
EnergyhubEU,SørligeNordsjøII,3,2800.0
EnergyhubEU,SørligeNordsjøII,4,4200.0
EnergyhubEU,SørligeNordsjøII,5,5600.0
EnergyhubEU,SørligeNordsjøII,6,7000.0
EnergyhubEU,SørligeNordsjøII,7,8400.0
EnergyhubEU,UtsiraNord,1,0.0
EnergyhubEU,UtsiraNord,2,1400.0
EnergyhubEU,UtsiraNord,3,2800.0
EnergyhubEU,UtsiraNord,4,4200.0
EnergyhubEU,UtsiraNord,5,5600.0
EnergyhubEU,UtsiraNord,6,7000.0
EnergyhubEU,UtsiraNord,7,8400.0
Finland,Estonia,1,1000.0
Finland,Estonia,2,1610.5100000000004
Finland,Estonia,3,2593.7424601000016
Finland,Estonia,4,4177.248169415655
Finland,Estonia,5,6727.499949325609
Finland,Estonia,6,7000.0
Finland,Estonia,7,7000.0
FirthofForth,GreatBrit.,1,50000.0
FirthofForth,GreatBrit.,2,50000.0
FirthofForth,GreatBrit.,3,50000.0
FirthofForth,GreatBrit.,4,50000.0
FirthofForth,GreatBrit.,5,50000.0
FirthofForth,GreatBrit.,6,50000.0
FirthofForth,GreatBrit.,7,50000.0
FirthofForth,MorayFirth,1,0.0
FirthofForth,MorayFirth,2,0.0
FirthofForth,MorayFirth,3,0.0
FirthofForth,MorayFirth,4,0.0
FirthofForth,MorayFirth,5,0.0
FirthofForth,MorayFirth,6,0.0
FirthofForth,MorayFirth,7,0.0
France,Belgium,1,2700.0
France,Belgium,2,4348.377000000001
France,Belgium,3,7003.104642270005
France,Belgium,4,11278.570057422268
France,Belgium,5,18100.0
France,Belgium,6,18900.0
France,Belgium,7,18900.0
France,Germany,1,2825.0
France,Germany,2,5625.0
France,Germany,3,9125.0
France,Germany,4,13325.0
France,Germany,5,18225.0
France,Germany,6,19775.0
France,Germany,7,19775.0
France,Spain,1,4560.0
France,Spain,2,7343.925600000002
France,Spain,3,10860.0
France,Spain,4,15060.0
France,Spain,5,19960.0
France,Spain,6,25560.0
France,Spain,7,31860.0
France,Switzerland,1,2750.0
France,Switzerland,2,4428.902500000002
France,Switzerland,3,7132.791765275006
France,Switzerland,4,11487.432465893053
France,Switzerland,5,18150.0
France,Switzerland,6,19250.0
France,Switzerland,7,19250.0
Germany,Austria,1,3500.0
Germany,Austria,2,6000.0
Germany,Austria,3,9663.060000000003
Germany,Austria,4,14000.0
Germany,Austria,5,18900.0
Germany,Austria,6,24500.0
Germany,Austria,7,24500.0
Germany,Belgium,1,1000.0
Germany,Belgium,2,1610.5100000000004
Germany,Belgium,3,2593.7424601000016
Germany,Belgium,4,4177.248169415655
Germany,Belgium,5,6727.499949325609
Germany,Belgium,6,7000.0
Germany,Belgium,7,7000.0
Germany,CzechR,1,2800.0
Germany,CzechR,2,5000.0
Germany,CzechR,3,8052.550000000003
Germany,CzechR,4,12968.712300500008
Germany,CzechR,5,18200.0
Germany,CzechR,6,19600.0
Germany,CzechR,7,19600.0
Germany,Switzerland,1,3500.0
Germany,Switzerland,2,5636.785000000002
Germany,Switzerland,3,9078.098610350005
Germany,Switzerland,4,14000.0
Germany,Switzerland,5,18900.0
Germany,Switzerland,6,24500.0
Germany,Switzerland,7,24500.0
GreatBrit.,Belgium,1,1050.0
GreatBrit.,Belgium,2,1691.0355000000006
GreatBrit.,Belgium,3,2723.429583105002
GreatBrit.,Belgium,4,4386.1105778864385
GreatBrit.,Belgium,5,7063.874946791891
GreatBrit.,Belgium,6,7350.0
GreatBrit.,Belgium,7,7350.0
GreatBrit.,Denmark,1,1400.0
GreatBrit.,Denmark,2,2254.714000000001
GreatBrit.,Denmark,3,3631.2394441400024
GreatBrit.,Denmark,4,5848.147437181918
GreatBrit.,Denmark,5,9418.499929055853
GreatBrit.,Denmark,6,9800.0
GreatBrit.,Denmark,7,9800.0
GreatBrit.,France,1,3000.0
GreatBrit.,France,2,5800.0
GreatBrit.,France,3,9300.0
GreatBrit.,France,4,13500.0
GreatBrit.,France,5,18400.0
GreatBrit.,France,6,21000.0
GreatBrit.,France,7,21000.0
GreatBrit.,Germany,1,0.0
GreatBrit.,Germany,2,1400.0
GreatBrit.,Germany,3,2254.714000000001
GreatBrit.,Germany,4,3631.2394441400024
GreatBrit.,Germany,5,5848.147437181918
GreatBrit.,Germany,6,9418.499929055853
GreatBrit.,Germany,7,9800.0
Greece,Bulgaria,1,900.0
Greece,Bulgaria,2,1460.0
Greece,Bulgaria,3,2361.8856000000005
Greece,Bulgaria,4,3814.3813776560014
Greece,Bulgaria,5,6153.640352528768
Greece,Bulgaria,6,6300.0
Greece,Bulgaria,7,6300.0
HelgoländerBucht,Borssele,1,0.0
HelgoländerBucht,Borssele,2,0.0
HelgoländerBucht,Borssele,3,0.0
HelgoländerBucht,Borssele,4,0.0
HelgoländerBucht,Borssele,5,0.0
HelgoländerBucht,Borssele,6,0.0
HelgoländerBucht,Borssele,7,0.0
HelgoländerBucht,DoggerBank,1,0.0
HelgoländerBucht,DoggerBank,2,0.0
HelgoländerBucht,DoggerBank,3,0.0
HelgoländerBucht,DoggerBank,4,0.0
HelgoländerBucht,DoggerBank,5,0.0
HelgoländerBucht,DoggerBank,6,0.0
HelgoländerBucht,DoggerBank,7,0.0
HelgoländerBucht,EastAnglia,1,0.0
HelgoländerBucht,EastAnglia,2,0.0
HelgoländerBucht,EastAnglia,3,0.0
HelgoländerBucht,EastAnglia,4,0.0
HelgoländerBucht,EastAnglia,5,0.0
HelgoländerBucht,EastAnglia,6,0.0
HelgoländerBucht,EastAnglia,7,0.0
HelgoländerBucht,FirthofForth,1,0.0
HelgoländerBucht,FirthofForth,2,0.0
HelgoländerBucht,FirthofForth,3,0.0
HelgoländerBucht,FirthofForth,4,0.0
HelgoländerBucht,FirthofForth,5,0.0
HelgoländerBucht,FirthofForth,6,0.0
HelgoländerBucht,FirthofForth,7,0.0
HelgoländerBucht,Germany,1,50000.0
HelgoländerBucht,Germany,2,50000.0
HelgoländerBucht,Germany,3,50000.0
HelgoländerBucht,Germany,4,50000.0
HelgoländerBucht,Germany,5,50000.0
HelgoländerBucht,Germany,6,50000.0
HelgoländerBucht,Germany,7,50000.0
HelgoländerBucht,HollandseeKust,1,0.0
HelgoländerBucht,HollandseeKust,2,0.0
HelgoländerBucht,HollandseeKust,3,0.0
HelgoländerBucht,HollandseeKust,4,0.0
HelgoländerBucht,HollandseeKust,5,0.0
HelgoländerBucht,HollandseeKust,6,0.0
HelgoländerBucht,HollandseeKust,7,0.0
HelgoländerBucht,Hornsea,1,0.0
HelgoländerBucht,Hornsea,2,0.0
HelgoländerBucht,Hornsea,3,0.0
HelgoländerBucht,Hornsea,4,0.0
HelgoländerBucht,Hornsea,5,0.0
HelgoländerBucht,Hornsea,6,0.0
HelgoländerBucht,Hornsea,7,0.0
HelgoländerBucht,MorayFirth,1,0.0
HelgoländerBucht,MorayFirth,2,0.0
HelgoländerBucht,MorayFirth,3,0.0
HelgoländerBucht,MorayFirth,4,0.0
HelgoländerBucht,MorayFirth,5,0.0
HelgoländerBucht,MorayFirth,6,0.0
HelgoländerBucht,MorayFirth,7,0.0
HelgoländerBucht,Netherlands,1,50000.0
HelgoländerBucht,Netherlands,2,50000.0
HelgoländerBucht,Netherlands,3,50000.0
HelgoländerBucht,Netherlands,4,50000.0
HelgoländerBucht,Netherlands,5,50000.0
HelgoländerBucht,Netherlands,6,50000.0
HelgoländerBucht,Netherlands,7,50000.0
HelgoländerBucht,Norfolk,1,0.0
HelgoländerBucht,Norfolk,2,0.0
HelgoländerBucht,Norfolk,3,0.0
HelgoländerBucht,Norfolk,4,0.0
HelgoländerBucht,Norfolk,5,0.0
HelgoländerBucht,Norfolk,6,0.0
HelgoländerBucht,Norfolk,7,0.0
HelgoländerBucht,OuterDowsing,1,0.0
HelgoländerBucht,OuterDowsing,2,0.0
HelgoländerBucht,OuterDowsing,3,0.0
HelgoländerBucht,OuterDowsing,4,0.0
HelgoländerBucht,OuterDowsing,5,0.0
HelgoländerBucht,OuterDowsing,6,0.0
HelgoländerBucht,OuterDowsing,7,0.0
HollandseeKust,Belgium,1,50000.0
HollandseeKust,Belgium,2,50000.0
HollandseeKust,Belgium,3,50000.0
HollandseeKust,Belgium,4,50000.0
HollandseeKust,Belgium,5,50000.0
HollandseeKust,Belgium,6,50000.0
HollandseeKust,Belgium,7,50000.0
HollandseeKust,Borssele,1,0.0
HollandseeKust,Borssele,2,0.0
HollandseeKust,Borssele,3,0.0
HollandseeKust,Borssele,4,0.0
HollandseeKust,Borssele,5,0.0
HollandseeKust,Borssele,6,0.0
HollandseeKust,Borssele,7,0.0
HollandseeKust,DoggerBank,1,0.0
HollandseeKust,DoggerBank,2,0.0
HollandseeKust,DoggerBank,3,0.0
HollandseeKust,DoggerBank,4,0.0
HollandseeKust,DoggerBank,5,0.0
HollandseeKust,DoggerBank,6,0.0
HollandseeKust,DoggerBank,7,0.0
HollandseeKust,EastAnglia,1,0.0
HollandseeKust,EastAnglia,2,0.0
HollandseeKust,EastAnglia,3,0.0
HollandseeKust,EastAnglia,4,0.0
HollandseeKust,EastAnglia,5,0.0
HollandseeKust,EastAnglia,6,0.0
HollandseeKust,EastAnglia,7,0.0
HollandseeKust,FirthofForth,1,0.0
HollandseeKust,FirthofForth,2,0.0
HollandseeKust,FirthofForth,3,0.0
HollandseeKust,FirthofForth,4,0.0
HollandseeKust,FirthofForth,5,0.0
HollandseeKust,FirthofForth,6,0.0
HollandseeKust,FirthofForth,7,0.0
HollandseeKust,Hornsea,1,0.0
HollandseeKust,Hornsea,2,0.0
HollandseeKust,Hornsea,3,0.0
HollandseeKust,Hornsea,4,0.0
HollandseeKust,Hornsea,5,0.0
HollandseeKust,Hornsea,6,0.0
HollandseeKust,Hornsea,7,0.0
HollandseeKust,MorayFirth,1,0.0
HollandseeKust,MorayFirth,2,0.0
HollandseeKust,MorayFirth,3,0.0
HollandseeKust,MorayFirth,4,0.0
HollandseeKust,MorayFirth,5,0.0
HollandseeKust,MorayFirth,6,0.0
HollandseeKust,MorayFirth,7,0.0
HollandseeKust,Netherlands,1,50000.0
HollandseeKust,Netherlands,2,50000.0
HollandseeKust,Netherlands,3,50000.0
HollandseeKust,Netherlands,4,50000.0
HollandseeKust,Netherlands,5,50000.0
HollandseeKust,Netherlands,6,50000.0
HollandseeKust,Netherlands,7,50000.0
HollandseeKust,Norfolk,1,0.0
HollandseeKust,Norfolk,2,0.0
HollandseeKust,Norfolk,3,0.0
HollandseeKust,Norfolk,4,0.0
HollandseeKust,Norfolk,5,0.0
HollandseeKust,Norfolk,6,0.0
HollandseeKust,Norfolk,7,0.0
HollandseeKust,OuterDowsing,1,0.0
HollandseeKust,OuterDowsing,2,0.0
HollandseeKust,OuterDowsing,3,0.0
HollandseeKust,OuterDowsing,4,0.0
HollandseeKust,OuterDowsing,5,0.0
HollandseeKust,OuterDowsing,6,0.0
HollandseeKust,OuterDowsing,7,0.0
Hornsea,DoggerBank,1,0.0
Hornsea,DoggerBank,2,0.0
Hornsea,DoggerBank,3,0.0
Hornsea,DoggerBank,4,0.0
Hornsea,DoggerBank,5,0.0
Hornsea,DoggerBank,6,0.0
Hornsea,DoggerBank,7,0.0
Hornsea,FirthofForth,1,0.0
Hornsea,FirthofForth,2,0.0
Hornsea,FirthofForth,3,0.0
Hornsea,FirthofForth,4,0.0
Hornsea,FirthofForth,5,0.0
Hornsea,FirthofForth,6,0.0
Hornsea,FirthofForth,7,0.0
Hornsea,GreatBrit.,1,50000.0
Hornsea,GreatBrit.,2,50000.0
Hornsea,GreatBrit.,3,50000.0
Hornsea,GreatBrit.,4,50000.0
Hornsea,GreatBrit.,5,50000.0
Hornsea,GreatBrit.,6,50000.0
Hornsea,GreatBrit.,7,50000.0
Hornsea,MorayFirth,1,0.0
Hornsea,MorayFirth,2,0.0
Hornsea,MorayFirth,3,0.0
Hornsea,MorayFirth,4,0.0
Hornsea,MorayFirth,5,0.0
Hornsea,MorayFirth,6,0.0
Hornsea,MorayFirth,7,0.0
Hungary,Austria,1,1600.0
Hungary,Austria,2,2576.8160000000007
Hungary,Austria,3,4149.987936160002
Hungary,Austria,4,6683.597071065048
Hungary,Austria,5,10763.999918920974
Hungary,Austria,6,11200.0
Hungary,Austria,7,11200.0
Hungary,Croatia,1,700.0
Hungary,Croatia,2,1260.0
Hungary,Croatia,3,2161.8856000000005
Hungary,Croatia,4,3614.3813776560014
Hungary,Croatia,5,4900.0
Hungary,Croatia,6,4900.0
Hungary,Croatia,7,4900.0
Ireland,France,1,0.0
Ireland,France,2,560.0
Ireland,France,3,1461.8856000000003
Ireland,France,4,2914.381377656001
Ireland,France,5,5253.640352528768
Ireland,France,6,9021.040324151109
Ireland,France,7,9800.0
Ireland,GreatBrit.,1,1000.0
Ireland,GreatBrit.,2,1610.5100000000004
Ireland,GreatBrit.,3,2593.7424601000016
Ireland,GreatBrit.,4,4177.248169415655
Ireland,GreatBrit.,5,6727.499949325609
Ireland,GreatBrit.,6,7000.0
Ireland,GreatBrit.,7,7000.0
Ireland,Spain,1,0.0
Ireland,Spain,2,560.0
Ireland,Spain,3,1461.8856000000003
Ireland,Spain,4,2914.381377656001
Ireland,Spain,5,5253.640352528768
Ireland,Spain,6,9021.040324151109
Ireland,Spain,7,9800.0
Italy,Austria,1,500.0
Italy,Austria,2,1100.0
Italy,Austria,3,1961.8856000000003
Italy,Austria,4,3414.381377656001
Italy,Austria,5,3500.0
Italy,Austria,6,3500.0
Italy,Austria,7,3500.0
Italy,BosniaH,1,0.0
Italy,BosniaH,2,560.0
Italy,BosniaH,3,1461.8856000000003
Italy,BosniaH,4,2914.381377656001
Italy,BosniaH,5,5253.640352528768
Italy,BosniaH,6,9021.040324151109
Italy,BosniaH,7,9800.0
Italy,Croatia,1,0.0
Italy,Croatia,2,560.0
Italy,Croatia,3,1461.8856000000003
Italy,Croatia,4,2914.381377656001
Italy,Croatia,5,5253.640352528768
Italy,Croatia,6,9021.040324151109
Italy,Croatia,7,9800.0
Italy,France,1,4000.0
Italy,France,2,6442.040000000002
Italy,France,3,10300.0
Italy,France,4,14500.0
Italy,France,5,19400.0
Italy,France,6,25000.0
Italy,France,7,28000.0
Italy,Germany,1,0.0
Italy,Germany,2,560.0
Italy,Germany,3,1461.8856000000003
Italy,Germany,4,2914.381377656001
Italy,Germany,5,5253.640352528768
Italy,Germany,6,9021.040324151109
Italy,Germany,7,9800.0
Italy,Greece,1,500.0
Italy,Greece,2,1060.0
Italy,Greece,3,1961.8856000000003
Italy,Greece,4,3414.381377656001
Italy,Greece,5,3500.0
Italy,Greece,6,3500.0
Italy,Greece,7,3500.0
Italy,Switzerland,1,3025.0
Italy,Switzerland,2,4871.792750000001
Italy,Switzerland,3,7846.070941802505
Italy,Switzerland,4,12636.175712482358
Italy,Switzerland,5,18425.0
Italy,Switzerland,6,21175.0
Italy,Switzerland,7,21175.0
Latvia,Estonia,1,1300.0
Latvia,Estonia,2,2093.663000000001
Latvia,Estonia,3,3371.8651981300027
Latvia,Estonia,4,5430.422620240352
Latvia,Estonia,5,8745.749934123292
Latvia,Estonia,6,9100.0
Latvia,Estonia,7,9100.0
Latvia,Lithuania,1,1400.0
Latvia,Lithuania,2,2254.714000000001
Latvia,Lithuania,3,3631.2394441400024
Latvia,Lithuania,4,5848.147437181918
Latvia,Lithuania,5,9418.499929055853
Latvia,Lithuania,6,9800.0
Latvia,Lithuania,7,9800.0
Luxemb.,Belgium,1,1000.0
Luxemb.,Belgium,2,1610.5100000000004
Luxemb.,Belgium,3,2593.7424601000016
Luxemb.,Belgium,4,4177.248169415655
Luxemb.,Belgium,5,6727.499949325609
Luxemb.,Belgium,6,7000.0
Luxemb.,Belgium,7,7000.0
Luxemb.,France,1,0.0
Luxemb.,France,2,560.0
